show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s183,Movie,Sample Title 183,Director 3,"Actor 3, Actress 3",Canada,25 March 2019,2002,PG-13,61 min,Sci-Fi,Synthetic description for sample title 183.
s184,Movie,Sample Title 184,Director 4,"Actor 4, Actress 4",India,21 March 2012,1990,R,74 min,Drama,Synthetic description for sample title 184.
s185,TV Show,Sample Title 185,Director 5,"Actor 5, Actress 5",Japan,4 January 2010,2005,PG-13,156 min,Drama,Synthetic description for sample title 185.
s186,TV Show,Sample Title 186,Director 6,"Actor 6, Actress 6",United States,5 January 2015,2017,TV-14,167 min,Horror,Synthetic description for sample title 186.
s187,TV Show,Sample Title 187,Director 7,"Actor 7, Actress 7",United Kingdom,20 February 2010,1993,PG,63 min,Sci-Fi,Synthetic description for sample title 187.
s188,Movie,Sample Title 188,Director 8,"Actor 8, Actress 8",India,24 January 2023,2019,TV-MA,125 min,Documentary,Synthetic description for sample title 188.
s189,Movie,Sample Title 189,Director 9,"Actor 9, Actress 9",Japan,6 January 2022,2007,R,154 min,Horror,Synthetic description for sample title 189.
s190,TV Show,Sample Title 190,Director 10,"Actor 10, Actress 0",Canada,4 March 2010,1997,TV-PG,140 min,Horror,Synthetic description for sample title 190.
s191,TV Show,Sample Title 191,Director 11,"Actor 11, Actress 1",Japan,15 April 2017,1998,TV-PG,172 min,Action,Synthetic description for sample title 191.
s192,TV Show,Sample Title 192,Director 12,"Actor 12, Actress 2",United States,8 January 2022,2012,TV-PG,147 min,Action,Synthetic description for sample title 192.
s193,TV Show,Sample Title 193,Director 13,"Actor 13, Actress 3",Brazil,2 January 2014,1999,TV-MA,135 min,Action,Synthetic description for sample title 193.
s194,Movie,Sample Title 194,Director 14,"Actor 14, Actress 4",India,28 March 2011,2019,PG,5 Seasons,Horror,Synthetic description for sample title 194.
s195,TV Show,Sample Title 195,Director 15,"Actor 0, Actress 5",United States,4 January 2010,2004,TV-MA,1 Seasons,Romance,Synthetic description for sample title 195.
s196,Movie,Sample Title 196,Director 16,"Actor 1, Actress 6",Brazil,13 March 2014,2014,R,2 Seasons,Action,Synthetic description for sample title 196.
s197,Movie,Sample Title 197,Director 17,"Actor 2, Actress 7",Japan,21 March 2017,2011,G,9 Seasons,Sci-Fi,Synthetic description for sample title 197.
s198,TV Show,Sample Title 198,Director 18,"Actor 3, Actress 8",Japan,22 March 2017,2007,PG-13,98 min,Sci-Fi,Synthetic description for sample title 198.
s199,Movie,Sample Title 199,Director 19,"Actor 4, Actress 9",Canada,12 March 2022,2003,TV-14,7 Seasons,Action,Synthetic description for sample title 199.
s200,TV Show,Sample Title 200,Director 0,"Actor 5, Actress 0",Turkey,9 February 2011,1996,G,8 Seasons,Horror,Synthetic description for sample title 200.
s201,TV Show,Sample Title 201,Director 1,"Actor 6, Actress 1",Brazil,11 March 2011,2001,TV-PG,158 min,Documentary,Synthetic description for sample title 201.
s202,TV Show,Sample Title 202,Director 2,"Actor 7, Actress 2",Brazil,4 January 2023,2007,R,5 Seasons,Drama,Synthetic description for sample title 202.
s203,Movie,Sample Title 203,Director 3,"Actor 8, Actress 3",Japan,17 January 2023,1996,PG-13,1 Seasons,Action,Synthetic description for sample title 203.
s204,Movie,Sample Title 204,Director 4,"Actor 9, Actress 4",Brazil,6 February 2017,1999,G,66 min,Comedy,Synthetic description for sample title 204.
s205,TV Show,Sample Title 205,Director 5,"Actor 10, Actress 5",Canada,27 March 2011,2018,TV-14,1 Seasons,Action,Synthetic description for sample title 205.
s206,Movie,Sample Title 206,Director 6,"Actor 11, Actress 6",United States,17 January 2022,2018,R,7 Seasons,Documentary,Synthetic description for sample title 206.
s207,TV Show,Sample Title 207,Director 7,"Actor 12, Actress 7",United States,19 January 2020,2017,G,85 min,Drama,Synthetic description for sample title 207.
s208,TV Show,Sample Title 208,Director 8,"Actor 13, Actress 8",India,26 March 2014,1991,PG-13,2 Seasons,Drama,Synthetic description for sample title 208.
s209,Movie,Sample Title 209,Director 9,"Actor 14, Actress 9",Canada,23 March 2023,2010,R,9 Seasons,Romance,Synthetic description for sample title 209.
s210,Movie,Sample Title 210,Director 10,"Actor 0, Actress 0",India,5 March 2016,2018,TV-MA,2 Seasons,Action,Synthetic description for sample title 210.
s211,Movie,Sample Title 211,Director 11,"Actor 1, Actress 1",Canada,6 January 2021,2018,PG-13,5 Seasons,Sci-Fi,Synthetic description for sample title 211.
s212,Movie,Sample Title 212,Director 12,"Actor 2, Actress 2",Turkey,16 April 2021,2005,R,132 min,Documentary,Synthetic description for sample title 212.
s213,Movie,Sample Title 213,Director 13,"Actor 3, Actress 3",United States,23 January 2021,2003,R,142 min,Sci-Fi,Synthetic description for sample title 213.
s214,TV Show,Sample Title 214,Director 14,"Actor 4, Actress 4",Japan,17 February 2016,2007,PG-13,129 min,Horror,Synthetic description for sample title 214.
s215,Movie,Sample Title 215,Director 15,"Actor 5, Actress 5",India,13 February 2017,1990,TV-MA,10 Seasons,Sci-Fi,Synthetic description for sample title 215.
s216,TV Show,Sample Title 216,Director 16,"Actor 6, Actress 6",United Kingdom,16 March 2020,2001,TV-MA,10 Seasons,Comedy,Synthetic description for sample title 216.
s217,TV Show,Sample Title 217,Director 17,"Actor 7, Actress 7",India,28 April 2021,2009,TV-14,147 min,Drama,Synthetic description for sample title 217.
s218,TV Show,Sample Title 218,Director 18,"Actor 8, Actress 8",India,21 April 2018,2020,TV-14,3 Seasons,Sci-Fi,Synthetic description for sample title 218.
s219,Movie,Sample Title 219,Director 19,"Actor 9, Actress 9",Japan,28 February 2018,1995,TV-PG,3 Seasons,Sci-Fi,Synthetic description for sample title 219.
s220,Movie,Sample Title 220,Director 0,"Actor 10, Actress 0",Japan,27 March 2014,1997,G,172 min,Action,Synthetic description for sample title 220.
s221,TV Show,Sample Title 221,Director 1,"Actor 11, Actress 1",Turkey,14 April 2023,1995,TV-MA,173 min,Action,Synthetic description for sample title 221.
s222,TV Show,Sample Title 222,Director 2,"Actor 12, Actress 2",India,20 February 2010,1995,TV-PG,86 min,Horror,Synthetic description for sample title 222.
s223,TV Show,Sample Title 223,Director 3,"Actor 13, Actress 3",Canada,9 January 2022,2014,TV-14,166 min,Sci-Fi,Synthetic description for sample title 223.
s224,Movie,Sample Title 224,Director 4,"Actor 14, Actress 4",India,4 January 2018,2003,PG,8 Seasons,Drama,Synthetic description for sample title 224.
s225,Movie,Sample Title 225,Director 5,"Actor 0, Actress 5",Canada,9 February 2013,2022,TV-MA,157 min,Drama,Synthetic description for sample title 225.
s226,TV Show,Sample Title 226,Director 6,"Actor 1, Actress 6",Brazil,24 February 2020,1992,TV-PG,4 Seasons,Sci-Fi,Synthetic description for sample title 226.
s227,Movie,Sample Title 227,Director 7,"Actor 2, Actress 7",United States,14 April 2010,2013,R,1 Seasons,Comedy,Synthetic description for sample title 227.
s228,Movie,Sample Title 228,Director 8,"Actor 3, Actress 8",Brazil,23 January 2022,1994,TV-MA,68 min,Sci-Fi,Synthetic description for sample title 228.
s229,Movie,Sample Title 229,Director 9,"Actor 4, Actress 9",United States,28 April 2015,2023,PG,8 Seasons,Drama,Synthetic description for sample title 229.
s230,Movie,Sample Title 230,Director 10,"Actor 5, Actress 0",Brazil,9 April 2010,2000,TV-14,1 Seasons,Comedy,Synthetic description for sample title 230.
s231,TV Show,Sample Title 231,Director 11,"Actor 6, Actress 1",Japan,16 February 2013,2023,PG-13,73 min,Horror,Synthetic description for sample title 231.
s232,TV Show,Sample Title 232,Director 12,"Actor 7, Actress 2",Turkey,18 April 2022,2014,G,7 Seasons,Horror,Synthetic description for sample title 232.
s233,TV Show,Sample Title 233,Director 13,"Actor 8, Actress 3",Canada,3 January 2022,2019,TV-14,177 min,Horror,Synthetic description for sample title 233.
s234,Movie,Sample Title 234,Director 14,"Actor 9, Actress 4",India,21 April 2014,1996,G,9 Seasons,Sci-Fi,Synthetic description for sample title 234.
s235,TV Show,Sample Title 235,Director 15,"Actor 10, Actress 5",Brazil,27 January 2012,2012,TV-PG,126 min,Comedy,Synthetic description for sample title 235.
s236,Movie,Sample Title 236,Director 16,"Actor 11, Actress 6",Turkey,27 January 2017,2014,PG-13,8 Seasons,Action,Synthetic description for sample title 236.
s237,TV Show,Sample Title 237,Director 17,"Actor 12, Actress 7",Japan,6 March 2015,1998,PG,9 Seasons,Drama,Synthetic description for sample title 237.
s238,TV Show,Sample Title 238,Director 18,"Actor 13, Actress 8",Japan,16 January 2015,1996,PG,8 Seasons,Drama,Synthetic description for sample title 238.
s239,TV Show,Sample Title 239,Director 19,"Actor 14, Actress 9",Canada,17 February 2013,2009,R,4 Seasons,Comedy,Synthetic description for sample title 239.
s240,Movie,Sample Title 240,Director 0,"Actor 0, Actress 0",Brazil,5 February 2017,2012,TV-PG,137 min,Sci-Fi,Synthetic description for sample title 240.
s241,TV Show,Sample Title 241,Director 1,"Actor 1, Actress 1",United Kingdom,1 April 2014,2007,PG,60 min,Drama,Synthetic description for sample title 241.
s242,TV Show,Sample Title 242,Director 2,"Actor 2, Actress 2",United States,22 March 2015,2022,TV-MA,6 Seasons,Documentary,Synthetic description for sample title 242.
s243,TV Show,Sample Title 243,Director 3,"Actor 3, Actress 3",Brazil,2 February 2015,2009,TV-MA,144 min,Action,Synthetic description for sample title 243.
s244,Movie,Sample Title 244,Director 4,"Actor 4, Actress 4",United Kingdom,16 March 2011,2010,PG,1 Seasons,Documentary,Synthetic description for sample title 244.
s245,TV Show,Sample Title 245,Director 5,"Actor 5, Actress 5",Brazil,17 February 2022,1994,TV-PG,4 Seasons,Documentary,Synthetic description for sample title 245.
s246,TV Show,Sample Title 246,Director 6,"Actor 6, Actress 6",United Kingdom,2 January 2015,2017,TV-PG,74 min,Comedy,Synthetic description for sample title 246.
s247,Movie,Sample Title 247,Director 7,"Actor 7, Actress 7",Brazil,15 January 2023,1994,PG-13,1 Seasons,Drama,Synthetic description for sample title 247.
s248,TV Show,Sample Title 248,Director 8,"Actor 8, Actress 8",Canada,27 March 2019,2016,PG-13,5 Seasons,Horror,Synthetic description for sample title 248.
s249,Movie,Sample Title 249,Director 9,"Actor 9, Actress 9",United Kingdom,2 January 2011,2011,TV-MA,157 min,Horror,Synthetic description for sample title 249.
s250,Movie,Sample Title 250,Director 10,"Actor 10, Actress 0",Japan,11 March 2017,2023,G,8 Seasons,Romance,Synthetic description for sample title 250.
s251,Movie,Sample Title 251,Director 11,"Actor 11, Actress 1",United States,9 April 2018,2023,R,116 min,Drama,Synthetic description for sample title 251.
s252,Movie,Sample Title 252,Director 12,"Actor 12, Actress 2",United States,16 January 2010,1997,TV-MA,5 Seasons,Drama,Synthetic description for sample title 252.
s253,TV Show,Sample Title 253,Director 13,"Actor 13, Actress 3",United Kingdom,8 February 2019,1999,PG,4 Seasons,Documentary,Synthetic description for sample title 253.
s254,Movie,Sample Title 254,Director 14,"Actor 14, Actress 4",United Kingdom,12 January 2013,2019,TV-MA,9 Seasons,Action,Synthetic description for sample title 254.
s255,Movie,Sample Title 255,Director 15,"Actor 0, Actress 5",United Kingdom,7 March 2023,2010,R,5 Seasons,Comedy,Synthetic description for sample title 255.
s256,TV Show,Sample Title 256,Director 16,"Actor 1, Actress 6",Turkey,26 February 2016,2012,PG,96 min,Horror,Synthetic description for sample title 256.
s257,TV Show,Sample Title 257,Director 17,"Actor 2, Actress 7",Canada,2 January 2010,1990,TV-MA,149 min,Documentary,Synthetic description for sample title 257.
s258,TV Show,Sample Title 258,Director 18,"Actor 3, Actress 8",United States,7 January 2021,2005,R,10 Seasons,Horror,Synthetic description for sample title 258.
s259,TV Show,Sample Title 259,Director 19,"Actor 4, Actress 9",Turkey,2 February 2015,2018,G,8 Seasons,Romance,Synthetic description for sample title 259.
s260,Movie,Sample Title 260,Director 0,"Actor 5, Actress 0",Japan,6 January 2014,1992,PG-13,2 Seasons,Comedy,Synthetic description for sample title 260.
s261,Movie,Sample Title 261,Director 1,"Actor 6, Actress 1",United Kingdom,12 January 2018,2011,PG-13,97 min,Horror,Synthetic description for sample title 261.
s262,TV Show,Sample Title 262,Director 2,"Actor 7, Actress 2",United States,27 April 2023,2022,TV-MA,79 min,Romance,Synthetic description for sample title 262.
s263,Movie,Sample Title 263,Director 3,"Actor 8, Actress 3",Japan,2 February 2012,1996,TV-MA,7 Seasons,Documentary,Synthetic description for sample title 263.
s264,TV Show,Sample Title 264,Director 4,"Actor 9, Actress 4",Japan,6 March 2022,1996,PG,4 Seasons,Horror,Synthetic description for sample title 264.
s265,Movie,Sample Title 265,Director 5,"Actor 10, Actress 5",United States,21 January 2021,2005,TV-PG,8 Seasons,Horror,Synthetic description for sample title 265.
s266,TV Show,Sample Title 266,Director 6,"Actor 11, Actress 6",India,28 January 2016,2007,PG-13,148 min,Comedy,Synthetic description for sample title 266.
s267,Movie,Sample Title 267,Director 7,"Actor 12, Actress 7",India,5 January 2020,2008,R,83 min,Drama,Synthetic description for sample title 267.
s268,Movie,Sample Title 268,Director 8,"Actor 13, Actress 8",Japan,23 January 2020,1997,PG-13,88 min,Action,Synthetic description for sample title 268.
s269,Movie,Sample Title 269,Director 9,"Actor 14, Actress 9",Brazil,18 April 2022,1992,TV-MA,3 Seasons,Drama,Synthetic description for sample title 269.
s270,TV Show,Sample Title 270,Director 10,"Actor 0, Actress 0",India,25 February 2022,2023,PG,100 min,Documentary,Synthetic description for sample title 270.
s271,TV Show,Sample Title 271,Director 11,"Actor 1, Actress 1",Brazil,20 January 2016,1997,G,121 min,Comedy,Synthetic description for sample title 271.
s272,Movie,Sample Title 272,Director 12,"Actor 2, Actress 2",United States,2 January 2021,2011,TV-14,7 Seasons,Drama,Synthetic description for sample title 272.
s273,Movie,Sample Title 273,Director 13,"Actor 3, Actress 3",United Kingdom,6 January 2010,2009,TV-PG,2 Seasons,Sci-Fi,Synthetic description for sample title 273.
s274,TV Show,Sample Title 274,Director 14,"Actor 4, Actress 4",Brazil,4 April 2014,2016,TV-PG,5 Seasons,Action,Synthetic description for sample title 274.
s275,TV Show,Sample Title 275,Director 15,"Actor 5, Actress 5",Canada,27 March 2017,2011,PG-13,137 min,Drama,Synthetic description for sample title 275.
s276,Movie,Sample Title 276,Director 16,"Actor 6, Actress 6",United States,5 April 2011,2019,G,9 Seasons,Romance,Synthetic description for sample title 276.
s277,TV Show,Sample Title 277,Director 17,"Actor 7, Actress 7",Brazil,23 January 2011,2003,PG,2 Seasons,Horror,Synthetic description for sample title 277.
s278,TV Show,Sample Title 278,Director 18,"Actor 8, Actress 8",Brazil,4 February 2016,1995,PG,70 min,Drama,Synthetic description for sample title 278.
s279,Movie,Sample Title 279,Director 19,"Actor 9, Actress 9",Turkey,9 January 2010,1993,TV-PG,8 Seasons,Romance,Synthetic description for sample title 279.
s280,TV Show,Sample Title 280,Director 0,"Actor 10, Actress 0",Japan,23 April 2015,1999,G,104 min,Drama,Synthetic description for sample title 280.
s281,Movie,Sample Title 281,Director 1,"Actor 11, Actress 1",Canada,16 February 2014,1996,G,74 min,Drama,Synthetic description for sample title 281.
s282,Movie,Sample Title 282,Director 2,"Actor 12, Actress 2",Turkey,15 January 2021,2013,G,71 min,Horror,Synthetic description for sample title 282.
s283,Movie,Sample Title 283,Director 3,"Actor 13, Actress 3",United Kingdom,5 April 2017,2003,G,153 min,Romance,Synthetic description for sample title 283.
s284,Movie,Sample Title 284,Director 4,"Actor 14, Actress 4",India,22 April 2010,2005,PG-13,1 Seasons,Sci-Fi,Synthetic description for sample title 284.
s285,Movie,Sample Title 285,Director 5,"Actor 0, Actress 5",Japan,25 March 2021,2009,PG,2 Seasons,Romance,Synthetic description for sample title 285.
s286,TV Show,Sample Title 286,Director 6,"Actor 1, Actress 6",India,14 March 2011,2013,PG-13,177 min,Drama,Synthetic description for sample title 286.
s287,Movie,Sample Title 287,Director 7,"Actor 2, Actress 7",Canada,28 April 2018,1998,R,75 min,Romance,Synthetic description for sample title 287.
s288,TV Show,Sample Title 288,Director 8,"Actor 3, Actress 8",United States,12 January 2014,2001,TV-MA,126 min,Documentary,Synthetic description for sample title 288.
s289,Movie,Sample Title 289,Director 9,"Actor 4, Actress 9",Canada,11 April 2018,1991,G,125 min,Documentary,Synthetic description for sample title 289.
s290,Movie,Sample Title 290,Director 10,"Actor 5, Actress 0",Canada,24 April 2017,2006,R,4 Seasons,Action,Synthetic description for sample title 290.
s291,Movie,Sample Title 291,Director 11,"Actor 6, Actress 1",United States,6 January 2014,2010,TV-MA,10 Seasons,Drama,Synthetic description for sample title 291.
s292,Movie,Sample Title 292,Director 12,"Actor 7, Actress 2",Canada,20 March 2017,2014,PG-13,178 min,Sci-Fi,Synthetic description for sample title 292.
s293,Movie,Sample Title 293,Director 13,"Actor 8, Actress 3",United Kingdom,26 April 2020,2001,G,106 min,Comedy,Synthetic description for sample title 293.
s294,Movie,Sample Title 294,Director 14,"Actor 9, Actress 4",United Kingdom,13 January 2022,2011,G,95 min,Romance,Synthetic description for sample title 294.
s295,TV Show,Sample Title 295,Director 15,"Actor 10, Actress 5",Turkey,22 March 2010,2017,TV-PG,106 min,Action,Synthetic description for sample title 295.
s296,TV Show,Sample Title 296,Director 16,"Actor 11, Actress 6",Canada,2 February 2022,2011,R,1 Seasons,Drama,Synthetic description for sample title 296.
s297,Movie,Sample Title 297,Director 17,"Actor 12, Actress 7",United Kingdom,20 April 2021,2008,PG,2 Seasons,Sci-Fi,Synthetic description for sample title 297.
s298,Movie,Sample Title 298,Director 18,"Actor 13, Actress 8",Brazil,15 January 2016,2020,TV-PG,9 Seasons,Comedy,Synthetic description for sample title 298.
s299,TV Show,Sample Title 299,Director 19,"Actor 14, Actress 9",United States,5 March 2015,2010,TV-PG,4 Seasons,Drama,Synthetic description for sample title 299.
